Field,Current owner,Semantic meaning,Writer(s),Reader(s),Lifetime,Invalidation,Independent info?,Can derive?,Target action,Target owner,Replacement,Equivalence evidence,Category,Type,Source,Blob
NavigationMode.planning_frame_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,std::string,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:141,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.tracking_experiment_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,navigation_contracts::TrackingExperimentPolicy,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:142,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.experimental_tracking_suppressed_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:143,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.body_frame_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,std::string,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:144,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.stale_after_s_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,double,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:145,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.state_stale_after_s_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,double,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:146,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.trajectory_wait_timeout_s_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,double,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:147,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.planner_recovery_wait_timeout_s_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,double,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:148,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.stale_after_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:149,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.state_stale_after_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:150,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.planner_recovery_wait_timeout_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:151,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.odometry_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::optional<nav_msgs::msg::Odometry>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:152,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_local_position_ned_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::optional<Eigen::Vector3d>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:153,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_local_velocity_ned_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::optional<Eigen::Vector3d>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:154,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.lio_to_px4_local_translation_ned_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::optional<Eigen::Vector3d>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:155,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_xy_reset_counter_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint8_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:156,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_z_reset_counter_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint8_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:157,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_vxy_reset_counter_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint8_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:158,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_vz_reset_counter_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint8_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:159,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_heading_reset_counter_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint8_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:160,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_local_position_timestamp_us_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:161,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_local_position_timestamp_sample_us_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:162,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_local_position_receive_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:163,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_position_receive_steady_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:164,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_xy_valid_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:165,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_z_valid_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:166,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_vxy_valid_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:167,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_vz_valid_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:168,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_dead_reckoning_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:169,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_heading_good_for_control_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:170,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_heading_valid_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:171,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_heading_ned_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,double,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:172,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_heading_variance_rad2_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,double,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:173,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_delta_xy_north_m_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,float,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:174,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_delta_xy_east_m_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,float,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:175,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_delta_z_m_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,float,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:176,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_delta_heading_rad_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,float,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:177,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_px4_local_position_receive_steady_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:178,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_local_frame_aligned_,NavigationMode,independent frame alignment latch,PX4 local-position/reset path,setpoint conversion gate,PX4 frame alignment,reset/lifecycle,yes: independently observed frame,no from planner state,KEEP,PX4Boundary,independent frame alignment latch,navigation_mode.hpp:152-180; target equivalence pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:179,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.navigation_command_,NavigationMode,last independently admitted command and lease,onNavigationCommand/lifecycle,updateMission/updateSetpoint,last locally accepted command,new accepted sample/expiry/lifecycle,yes: receive witness,no from producer state,KEEP,PX4Boundary,last independently admitted command and lease,navigation_mode_node.cpp:1328-1410; target equivalence pending,behavioral candidate,std::optional<navigation_contracts::msg::NavigationCommand>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:180,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.lio_health_valid_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:181,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.typed_health_seen_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:182,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_health_state_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::uint8_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:183,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_health_navigation_valid_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:184,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_health_covariance_valid_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:185,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_health_observability_valid_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:186,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_health_correction_fresh_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:187,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_health_propagation_valid_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:188,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.lio_localization_epoch_,NavigationMode,independently observed estimator epoch,health/odometry input,command epoch comparison,estimator epoch,new estimator epoch/lifecycle,yes: receiver observation,no from command alone,KEEP,PX4Boundary,independently observed estimator epoch,navigation_mode.hpp:181-196; navigation_mode_node.cpp:1384-1388; target equivalence pending,behavioral candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:189,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_propagated_state_stamp_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:190,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_propagated_state_sequence_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:191,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_lio_diagnostics_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:192,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_health_source_stamp_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:193,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_health_correction_stamp_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:194,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_health_propagated_stamp_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:195,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_health_receive_steady_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:196,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.mission_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::optional<Mission>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:197,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.mission_controller_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::unique_ptr<MissionController>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:198,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.failure_reported_,NavigationMode,requires writer/reader proof,lifecycle/safetyStopNavigation,command admission/updateMission/stationary setpoint,terminal failure episode,lifecycle/new eligible command,receiver terminal failure memory,not from mission completion,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:712-795,882,1142,1344,2213-2247,2458-2465; target equivalence pending",behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:200,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.mode_active_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:201,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.mission_terminal_,NavigationMode,requires writer/reader proof,mission event/lifecycle,command admission/updateMission/setpoint,mission terminal observation,lifecycle,may mirror MissionController Complete,not safely without explicit event,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:737-738,1617-1618,2467-2472; target equivalence pending",behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:202,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.handover_requested_,NavigationMode,requires writer/reader proof,mission/safety event/lifecycle,command admission/setpoint,handover request,lifecycle/authority release,protocol request memory,may encode in PX4 protocol variant,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:1482-1639,2467-2472; target equivalence pending",behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:203,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.planner_recovery_pending_,NavigationMode,requires writer/reader proof,completed command/lifecycle/clear helper,recovery expiry/setpoint/admission,completed endpoint recovery window,new command/timeout/lifecycle,receiver deadline memory,may replace with explicit protocol event,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:74-92,1234-1241,1340-1355; target equivalence pending",behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:204,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.planner_recovery_deadline_ns_,NavigationMode,requires writer/reader proof,completed command/clear helper,recovery expiry,completed endpoint recovery window,new command/timeout/lifecycle,receiver temporal deadline,no from producer timer,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:74-92,1234-1241,1340-1355; target equivalence pending",behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:205,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.planner_recovery_mission_id_,NavigationMode,requires writer/reader proof,rememberPlannerRecoveryEpisodeLocked/clear,plannerRecoveryEpisodeMatchesLocked,completed endpoint recovery window,new command/expiry/lifecycle,receiver remembers command identity,possibly explicit recovery event payload,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:73-97,1230-1249,1340-1355; target equivalence pending",behavioral candidate,std::string,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:206,0bf4112406a2d859486aded7c8d85ca06adcc526
